content,polarity
Un amigo no para de mandar fotos de tremenda borrachera diurna en Melo y uno acá estudiando al moderado de Montesquieu. I'm suffering,N
@Nifunifa4 Yo no trabajo ningun feriado,P
@Sofiarayl feliz cumple sofi!! justo hoy no me toco ir al canal!! Que pases bomba!!! Beso grande!,P
¡Qué lindo escuchar que estás muy comprometida con tu trabajo @vivianagarcia73 ! Ojalá ganes muchos más proyectos freelance,P
Jajajaja mejor que no me la robes Igual vos empezaste!!,NEU
3:23 AM instalando todo en un celular de emergencia y a ser paciente porque es lentoooooo pero me salvo otra vez,NEU
Hoy quedo pronta la tapa. Y que dificil se hace aceptar tu ausencia... Viejito mio te extraño mucho,N
No tuviste infancia si no mezclaste todas las plastilinas con la esperanza de que quedara multicolor y te quedó una cosa marrón asquerosa,N
@cuervotinelli Podes hablar con el Gurca?? YO SOY PUNTUAL !!,NEU
quería meter siesta entre sesión y sesión de la confe pero ya casi aranca la segunda parte,N
"@abbu25 compre ""Hasta Borinquen"" por internet a ver si aprende un poquito y no dice bobadas!",N
@GermanDeJuana Bon jour German Buen día,P
"Increíble ellos @rafacotelo @diegodelacurva acá en Melo, unos grandes!!!! Voy a cholulear y pedir foto",P
"Uhhh, no me había dado cuenta de la hora tremenda que se hizo. Habrá que despedirse hasta mañana... o hasta algunas horas, je.",NEU
@shxwngold uy jajjaa bueno lo siento,NEU
@javierandresh amigo mio no se si es más complicado que te hable una piedra o alguien a quien el corazón se le hizo de piedra,N
Es tarde ya bendiciones mimosos,P
Anto te extraño veni a cuidarme,NEU
"@Jayah29 ah ta, me pareció por tu twett sobre el petiso que aparentemente no era lo bien dotado que esperabas",N
"@cuervotinelli Buen día P@!!, Excelente Jornada de Viernes, TE VEO HOY A LA NOCHE  !!",P
"@cuervotinelli @elchatoprada @hoppefede Buen Día !! , que tengan un excelente fin de semana y un buen descanso merecedor  !!",P
@felipellambias está claro que hay clientes que pagan agencias para hacer lo que quieren y no lo que corresponde. Queda camino x recorrer,N
"Levantarse muerta de sueño, sentarse en la orilla de la cama y quedarse mirando un zapato",NEU
"Hoy transité un rato largo. La frase que más escuché fue ""arrepentido... de haberlos votado"".",N
@leot1971 @topyman980 lo de nacional ! en este campeonato creo que no va a haber #PenalParaNacional ! no hubo arreglo,NONE
@Adri_tranqui yo estoy trabajando en frente de una ventana abierta...buee lo de trabajar trabajar voy y vengo,NEU
"@dosogas Buen dia mis amores, no fui al liceo(sisisiiis) ja tremenda bobita jaja LOS AMO",P
@FabianImaz es solo para estresar a @kzfabi @NETConfUY,N
Había alerta y yo vine igual,NONE
q ladilla que sigan usando las caritas  >.; y todas esas parece q tienen un retraso mas grande q no se,N
@joaqtor Hola Joaquín! Si buscás acceso a la API envianos un mail por MD y te contactamos con el equipo de tecnología. ¡Saludos!,NONE
Un mes entero moviendolo al mijo para no poder ir en el. pero bueno trabajo es trabajo,N
Que genial ir parada a minas,N
".@alefpiro ¿Nunca escuchaste la eresión ""el último orejón del tarro""? Bueno, como son más de uno son orejanos",N
"@Flor_pistone hola hermosa!,espero q estes bien yo me voy hacer noni q estoy cansado beso divinaaa",P
Me hacen quedar como un zorro lpm pero todas las minas que me nombran están re buenas matense,N
Que feo no hablarse mas con alguien y pasar todos los dias por la esquina de la casa,N
@migueldobrich gracias queridísimo ! Buenísimos la charla. La escuché esta tarde y sonreí mucho,P
"@CarolinaAche Decirle a una dama que espere sentada no es muy gentil, pero tu comentario rebosa ironía",N
@grazianopascale @Arq_fmartinez el nivel de delirio en los dirigentes es preocupante por decirlo sutilmente.,N
me quemé las dos nalgas jajja,N
"Bueno me fui a dormir que mañana tengo que pilotar la nave otra vez, saludos, que tengan una linda noche",P
Es el mejor sin duda alguna,P
@Adri_tranqui bajé el vidrio por que esta sucio del temporal pero era demasiado fuerte el sol y lo subí de nuevo y la saque así,NONE
A lo q tengo las uñas todas comidas me quedó re mal el esmalte,N
Mas feo que te quiebres,N
@kzfabi vivís de joda .. y siempre donde vas hay cerveza... no necesitamos ML ni IA para acertar eso ehh @FabianImaz @pp_uy,NEU
Espero que le haya ido lindo,P
@alefpiro ¿Te fijaste en el detalle de que los viáticos de la edila los usó para invitar a cenar a un par de amigas no edilas?,N
"@Aquicolobanco @Ropher_ ahhhh sí, ubico, muchas gracias, es q no tenía idea de cómo se llamaba esa zona. Acabo de aprender algo nuevo.",P
@veronicacriado gracias a vos por la buena onda y por sumarte hasta con GIFs a la iniciativa.,P
Seria tan feliz si se me va el dolor de cabeza de una vez,N
@ignacioalcuri acá en vez de meet n greet se podría hacer Meat n greet con un asado de por medio,NEU
@lilovilaplana Gracias por Compartir hermosas fotos,P
@mister__lemon L'Oreal fabrica tb productos para hombres. Pero el grito de indignación que habría si hubiera un premio sólo para hombres,N
@Anaterran @victorita_fest @Nifunifa4 el año pasado no dio muchos,NONE
@nunez_rodrigo @SushiPopARG Hola Rodrigo! Por favor envianos tu mail de usuario y te derivamos con el equipo de atención al cliente.,NONE
"Si me pagaran por fumar tendría la vida resuelta, pero desgraciadamente tengo q pagar para fumar",N
Yo no tengo familia soy buerfana,N
"@pbuydid Es muy importante q haya hombres tamb como tu caso, q se suman a la campaña contra la violencia.",P
@TipicaLoca se ve que hoy no es tu día...que termine rápido,N
@eZuajii_ tan al pedo estás para hacer esa mierda de inspeccionar elemento? Si tan real es andá a tu celular y pasa screenshot,N
Me pierdo la ultima fecha,N
en teatro es puro bardo ya toy perdida chicos aiuda,N
Extraño el ir a quedarme a su casa un día antes del campamento para irnos juntos!! Que tiempos!!,NEU
"@mister__lemon Taxistas, empleados del gobierno, familiares de Martínez y Dourado... @LeoVeigaSanchez",NONE
Me siento débil No rindo como hace DOS PUTAS SEMANAS. No puede ser la concha de mi madre. No puede ser.,N
.@LeoVeigaSanchez La opinión es contundente. Y no parece discriminar por partidos,NEU
"@BeeeluPereez no, porque te portas mal",N
@MariaFederica8 @M_Mandariin vamo a tomar un mate depresivos de merrda,N
"Es así, siempre que me gusta alguien vive en el culo del mundo jajajaja harto de fracasar",N
¿Quién es el peor de SA? Voten @Mquuro @xJuanDiz @ZockClient,NONE
porque no quiere llamada?  fav si sabes de quien hablo,NEU
"Todo el mundo me dice que soy re enana en los bailes, yo no entiendo, si estoy yendo con championes de plataforma",N
"@dannyviLe Si el propósito es erradicar las armas de la calle, el método es eficaz y eficiente. No sé si justo @dlarrauri",NEU
"@dannyviLe Una variante moderna sería que vale la pena hablar bien, así cuando puteás tiene mucho más efecto @mvdsister",NEU
@carinanovarese @danieldaners la derecha de este país duerme ! ya tienen que ir saliendo para ser observadores en esas elecciones !,N
@_anatabeira ya tengo eeriencia en desarmar ! pero este es el primero que no lo dejo desarmado...,NONE
"@josilopez_ @0hmyvolunteer ta voy a llorar, quiero más películas iremos a ver más de jen, pero no será lo mismo, no hay más thg",N
"@abbu25 jaja muy buena ! el tipo le dice al hijo q no está preparado y la gente lo votó como ""el"" candidato !",N
Tengo hambre de la tonelada de comida que cocina para mi mamá todos los fines de semana,P
"Nunca hablamos por privado, 1era vez que lo hacemos y es porque me mande la cagada del día.",N
Si se enoja bueno ya no corre mas esa de callarme lo que siento. Estoy re sincera y eso te duele,N
"ya se olvido de lo lindo q la pasabamos , manuel tenes que crecer vamoo q tenes casi 20 años no podes pensar en ella ya",N
"@dra_eutanasia es correcto. Muy bien vos, hay que seguir así! Habrá que meter un asadito!",P
@susanagkp @gracesusan1958 @maqui13 si es así esta perdonada !,P
"Simplemente tengo una lesión en el talón, pero tengo que hacer recuperación igual estoy bien",P
"@RufinaCamejo Si fuera mal pensado, diría que es un arreglo entre el pintor y ellos para cobrar más @CesarAMartinezR",N
"@cuervotinelli Buen día Papá !! , recién me levante...  QUE VERGÜENZA POR DIO!! Onda @charlotte_chc TREMENDO , me voy hacer un café...",N
El tiempo está conspirando para que yo no engorde! Es la segunda vez que se larga la lluvia cuando voy saliendo a comprarme bruto postre,NEU
@jpalummo hogares cómplices no es el mejor término. Sufren la Violencia en Silencio por Generaciones. No denuncian.la tienen naturaluzada,N
"Tengo una nueva mejor amiga y se llama mandala, me estaria alegrando el finde o casualidad el dia de la despedida de soltero",P
"@Claudiosk_23 aguanten las canas en los hombres, deja de negarte! lo de calvo si ta complicado... jajaja",NEU
@mechibasso Necesitar se necesita. Claro que hay gente que piensa estar por encima de esas minucias burguesas @Cybertario,N
Extraño mal a la enana vo lpm no se ni como esta,N
"@cuervotinelli Papá me llamas ?? 095327750 ... No me siento muy bien ahora , toy como triste...",N
"@alitamontevideo como estas Ali ,me parece de muy mal gusto ,te cuento algo hoy se inaugura en Paysandù una peatonal de una cuadra",N
"@santiagochirico ñery siempre fuiste uno de los uno , solo que vos no tenias la confianza para darte cuenta",P
"@guillevaldes Que lindo está @cuervotinelli hoy todo de Azul , alguna vez te dije que vos SOS La Madrastra Perfecta  bella mujer!!",P
@RufinaCamejo ¿arte?¿religioso?¿tener?... ¿cambiamos de tema ya? Pensé que hablábamos del cuadro. @mister__lemon,N
Mañana tengo que ir a visitar a mi primita hermosaaaaa,P
Claro @SarahnChile El networking y creación de contactos siempre ayuda para futuras oportunidades de negocio y trabajo,P
@candetinelli veo que me desactivaste los comentarios en las fotos de instagram ... Yo igual te quiero Lele,NEU
Jessica me hiso cambiar el perfil de wspp -. Y poner una foto con ella,NEU
@Natt985 #ViernesDeComidaChatarra en mi laburo es así,NEU
mi hermana es mejor que la de todos usteedes jeje,P
"Agustín marco mi vida, la cambio por completo y eso no me lo voy a olvidar nunca, GRACIAS",P
@__josejuan__ @jneira suponiendo que la terra este cableada en el tomacorriente de la pared,NONE
Cuando yo intento creerte te burlas y mientes de nuevo,N
"@BrunoVuan Vos sos mucho más eerto que yo. Yo soy solo un amateur (pero convencido, eso sí).",NEU
"Aveces siento que no le caigo bien a mis seguidores ,aveces son tan negativos y malos",N
