content,polarity
X:¿Qué perfume usas? Yo: Victoria's Secret X: Ah yo uso uno de Pink que es más caro que ese!,N
"Hay gente aficionada al fútbol, hay fanáticos, hay envenenados, y hay otros hijueeeeputas necios! Igual que todo en la vida",N
@EsGermanDZ Quiero hacer una pregunta.  Si puedo? Yay.! Bueno la pregunta es.. ¿Vas o irías a un Jóvenes en Victoria?,NONE
"@JArmandoCS ¿Vos también estabas? Ay que triste nombres sí, yo estaba durmiendo, para ir a clase hoy a las 7:30am ¡¡Te extraño bebé!!",N
@JArmandoCS solo me quedan 3 sábados más así jiji. ¿Qué días estás yendo a la U que no te he visto?,NEU
Que feo eso de decepcionarse,N
Delicioso @ San Rafael Ezcazu,P
"@KhaMoreno hahahaha no lo había visto! Pero ojo, me desperté a las 8 y estoy tratando de dormir no puede ser q ste despierto aún",NEU
"@AnaVM llego tarde, soy huge fan la empecé en el 2000, crecí con ella sube y cae tiene de todo como toda serie, temporadas favoritas...",P
"@MicroCoAnSh seamos sinceros: Mi rostro inocente y un: Amigo, no me podés abrir? Es que perdí las llaves y mi roommate no contesta Abre",NONE
"@CotoLau @AndreCorts yo también tuve los libros de AMP y no me convecieron :/, yo pasé los exámenes pero gracias a los exámenes viejos",NEU
@itsdylanjos yo solo las cucas,NONE
"@Starbucks_cr Hola, quería agradecer al personal del Starbucks de La Sabana por guardar mi cartera olvidada Son los mejores, saludos",P
"@Danileivacr buenísimo!! Yo mañana voy a clase de 6 de la tarde que es yoga Dance, es como yoga pero aeróbico",P
"Ya no estoy para andarle sacando conversación a alguien, si la vara fluye bueno, y sino va pa' la mierda.",N
Me cago en la puta,N
El post que compartió @LuisLauretto no voy a poder estar tranquila hasta que anuncie quién viene. Y ya estoy pobre #GnR #Metallica,N
@malarodriguez saludos desde Costa Rica mala...ya q siempre te escribo y nunca me respondes Igual nunca me canso de escucharte.. Besos,NEU
@SanzZeriTica El Chavo no estaba triste,P
@Varce_c que triste es la realidad,N
"@Calikhaug @PilarAcuna Muy bueno Chiquilla: No hay que tirar piedras al techo del vecino si el tuyo es de cristal. Feliz Noche, Pili.",P
Nada más bonito que ir en bus lleno y que alguien comience a toser como si se le fuera a salir un pulmón,N
@atrejoscr se ve fea en general,N
"@GaboJimenex jajaja. Yo me pegué el susto de la vida, y luego la espera por meterlo al taller de iCon. Pero ya está vivo.",NEU
"@dimar1712 tan linda Diana, muchas gracias vamos a ver cómo me acomodo ahora con trabajo nuevo, cuesta un montón yo te apoyo desde acá!",NEU
"@GrupoPandora y son 30...30 años de acompañarnos,30 es mi edad y he crecido de la mano con ustedes MIL GRACIAS, atte: Ale",P
@AleeSeke ooops cierto. Me mata @raqueabr02,N
Nota Personal: No ver videos de noche sobre youtubers comiendo no ver videos de noche sobre youtubers comiendo no ver videos de noche,N
"Cosas q debemos usar para simplificar nuestra vida: el cerebro, sentido común, una sonrisa y eliminar a quién no nos interesa. Simple",P
"UNAM, mil gracias por todo, te prometo en los siguientes 3 años titularme, aunque me haya costado 13 llegar hasta donde estoy hoy",P
"rajado, cuando pasan 16 años te das cuenta que unas cosas cambian si..otras se mantienen para dar tranquilidad en los dias libres",NEU
"@Starbucks_CT Hola , queria preguntarte si el nuevo cafe Chiapas, es el mismo shade grown porque voy a hacer degustacion pronto ...",NONE
"@jkriptos @lmongeb Jajajajajajaja! No, soy la que consume no la que las produce. Saludos Jason que disfrute ese súper viaje.",P
"Mi mamá adoptó una gata que dejaron botada al frente de la casa, si alguien necesita gatos me escriben, tengo 4",NONE
"@rafa514x será que un ""entreno"" es un entrenamiento ""artesanal""? Digo, como ahora todo es ""artesanal""...",N
@ushcala Esa es otra buena idea. Aunque la dinámica de él a sus 9 y la mía esa misma edad es muy distinta.,P
"La vara es que ya tengo como 3 quiz, una eición, dos exámenes, un ensayo, y lo peor es que mis vacaciones ya casi acaban",N
"@xylefTheBarber de comics y de humor negro no y estaré tiempo fuera de youtube, si logro volver es con una idea diferente y cool",NEU
@D4rkusPl4y ah era hoy? mañana durante el día puede llamarme y con mucho gusto a plena luz del día no en lo oscurito en barrios mierda,N
@andreareyes6767 hola odiosa me hace falta,N
Ocupo que den un secret passcode para que las beliebers compren las entradas antes y después las que sobran las ponen a la venta normal,NONE
Me siento triste y solo,N
"Si por aca hay algún chico o una chica mayor de 18 que busca empleo para temporada navideña en tienda, que me ponga un Dm",NONE
"@sancarlena77 JAJAJA. Por cierto, hasta ahorita me percato del username. Y yo preguntando dónde vive. Soy un imbécil. Perdón.",N
"Fijo a esa mae algún famoso le dijo algo, entonces por eso se cree la mas rica y solicitada del puerto, es mi opinión",NEU
No salí el fin de semana porque hoy tenía examen y salgo del examen y nadie quiere ir por una torta chilena,N
@diegodelagos Ayer la gente de mi FB se portó mejor que la de mi TL de TW en relación con el tema de los himnos...,NEU
Bienvenida a los juegos mentales,P
Quiero cambiar de posición el cuarto pero soy tan indecisa que si después no me gusta me voy a sentir mal por una semana,N
@WancitoCubero horrible muy buena pero devastadora,NEU
"No son ni las 9am y aquí estoy a moco tendido, llorando con una pelicula con Cameron Díaz que se le muere la hija",N
"Todos queríamos ver las 2 ticas juntas en la final pero así es esto , ahora le toca a lei q avanza a la final #VISSLAISAworldjuniors",N
@tatisalvaradop Mañana si me duermo en la oficina le cuento para que se sienta culpable *busca el cofal y las pantuflas* Bonita noche,NEU
"Misión cumplida del fin de semana, fastidiar a Mario, en broma verdad, hola feo",NONE
@luisdbatallar esa tabla es muy reveladora,NONE
Que cargados de odio están tengan se escuchen música abracen salgan de vez en cuando con los suyos y vera como se le quita,N
@FilarmonicaCR ¡Gracias! P.D. Sigan adelante con sus maravillosos trabajos. Quizá algún día un tributo a Soda Stereo jeje,P
"En ""X"" gimnasio me iban a cobrar como 330mil colones en un año. No me matriculé y estoy haciendo las matemáticas para el siguiente viaje",NONE
"@BurodeCreditoMX por curiosidad intenté en 5 bancos distintos y en todos declinado, pero mi reporte está en verde y mi score también",NONE
"Mi consejo de hoy es: Si quieres que esa persona tan especial para ti nunca te olvide, pídele dinero prestado y nunca se lo pagues",NEU
"Soy la peor basura del mundo porque, justo hoy Andrea tenía que verme con otra mujer, que mal me sentí.",N
Me acosté súper tarde ayer (para mis horarios normales) y ahora no puedo seguir durmiendo porque no aguanto el calor de estas horas,N
"@titabobra Si llegamos , únicamente pedimos un poquito más de tiempo de lo normal y los tel: 2225-3080 / 8827-1559 .",NONE
"Lo mejor que puedo hacer hoy es dormir porque estoy a punto de llorar, no fue mi día en serio.",N
@uiGitsu siempre se aprende algo nuevo,P
¿Será normal este odio-amor con mi hermana? Ni siquiera me respeta Me mandó a lavarme el culo al río lagarto.,N
"Por la mañana hazme saber de tu gran amor, porque en ti he puesto mi confianza. Salmos 143:8 Buen día a todos",P
Bonito cuando pasan a fumigar,N
Ya está listo el puente peatonal por mi casa...ya no tendré que dejar de jugarme la vida cuando voy al auto o al cajero,P
@FranzUgarte @UnAutenticoCule asi tiene que ser .. yo m alegro solo si el barca pierde en algo qe influya a madrid cmo la liga ayer tuani,P
Que rico que es dormir,P
"@H_E_Y ya ahí si no sabría decirte generalmente siempre hace sol temprano, se llega a poner nublado es como luego de las 3pm.",NEU
Yo le escribo a la gente a la hora que sea porque mi ansiedad no me permite esperar a una hora prudente,N
@eliana_gab Lunes: Muerta estudiando Fisiología Animal (como ahorita) Puedo sábado o domingo ¿Pa' qué le soy buena?,N
"Mis tenis fueron las primeras en ser compradas y no han llegado todo el mundo con tenis nuevas y yo aquí, zad.",N
"@Frimiralles que delicia, si estuviera más cerca fijo le llego con el tupper. Pero 200 km me separan de su pozol",P
"@ang_qs_flp mi corazón despertó! mis pasos siguen lo que dicta tu voz, mi sueño siempre va ligado a tu amor",P
"Esta ceniza me tiene mala ya. Ando con alegría y me arden los ojos, no puedo usar lentes de contacto.",N
"Mañana tengo examen de química e inglés, y aquí estoy acostada, con el celular, conciente de que no se ni que temas me entran",N
"@me_mata la historia de tantas en todos los países Latinoamericanos Una mierda nuestra seguridad y ese maldito concepto de ""macho""",N
Buenos días @luisguillermosr. Hace una hora y media salí de Cartago y apenas estoy en Zapote. La gasolina está cara y con presas no rinde,N
@DCBlancoQ o ya lo está hola,NONE
"Entre lo positivo, está el hecho de que no tendré esas responsabilidades extra que adquiría sí yo quedaba electo. Pero mae yo quería",NEU
"Aunque el día no empezó de la mejor manera, queda en uno decidir que tipo de día se quiere vivir.",NEU
"Independientemente del resultado, me queda claro que Tigres va a en la próxima fase de la CLC",NONE
Pues que estoy hablando y en eso me sale el lado ñoño que esta dentro de mi todo mal yo hablando de trastornos de personalidad!,N
@OllieGamerz Soy la peor del mundooooo. Se me olvidó la fecha de tu cumpleañooooos. Sorryyyy Felicidades bae,NEU
"Me despierto a las 6 de lo más tranquilo y relajado, me despierto a las 8 y amanezco cansado y enojado",NONE
"Mi mamá me maquilló super chiva para halloween, y todo lo grave en snap snap: nayma_vp",P
Mañana se madruga para ir a trabajar a la casi frontera norte. Si puedo me paso y voy por Toñas y tostones,NONE
"@Saramallow los mismso problemas que tenía del otro lado, solo que solo iba un día a la oficina y mi vida era una ilusión",N
"@mapashito73 excelente por mis eectativas y por supuesto voy a a estar pendiente para verla lo mas pronto posible, gracias",P
"Soy de esos que, aún cuando la comida esté lista y tenga hambre, si no me sirven me da pereza y no como",NONE
"#ChampionsxFOX Me pueden mandar un saludo desde Costa Rica viendo al Sporting y a Bryan Ruiz, porfaaa!?",NONE
"@Nats_Castro vaya a cafetear sola o por un traguito o así, a veces es lindo darse ese tiempo para uno",P
Vi que tengo un vecino TAN guapo. Lo peor es que no sé ni cómo se llama,NEU
"El fin pasado le rogué demasiado a mis papás por unas Nike, y no me las compraron",N
mañana hay entrega de trabajo final y yo aquí muy zen desayunando en paz sin tener ni media página escrita... ni las fuentes,NEU
@luisangelzr fijo tenia un amante bandido esperándola #AsiSon,N
@dankenzon imagínate! Si cuando uno saluda a alguien que está saludando al de atrás se siente feo.. me da miedo ajeno,N
@_monsejimenezp Jaja que dichosa! pero entonces cual es la excusa para ser tan repugnante?,N
"Días como hoy agradezco no tener carro. Andar con el hígado hinchado por saber esos marchamos, mejor ando en Uber jaja",P
"Siempre que veo pasar deprisa a una ambulancia de soporte avanzado, se me hace un nudo en la garganta y me vienen malos recuerdos",N
"@LaEscude Sí, a mí también me gustó mucho, pero como todos esfuerzos sociales de Google, el problema es crearles volumen de usuarios.",N
@katty_Loz empezando xq en mi twitter solo jodo a Darkus pasatiempos tengo muchos una cuenta de twitter no me define #UseLaLogica,N
Hoy es el concierto de Metallicaaaa!!! Uuuuhhh... lástima que no voy la wea triste,NONE
Chema en esas y todos en la oficina deseando que vuelva a la oficina y a dirigir la empresa mejor...,P
"Cuando no sepas que hacer nada mas hagarra tu celular, unos audifonos y despeja tu mente!",P
"De hoy en ocho nos dan las camisas de undécimo, y yo ni sé si voy a lograr sobrevivir a la semana de trimestrales",N
Llevo más de una semana lesionada,N
@leonardodiazpor sos mi James gordeon favorito...,P
"En una propuesta/solicitud de servicio lo que debe quedar muy claro son los ENTREGABLES. Si esto no está claro, habrá problemas.",NONE
"@Ka_Arroyo_ y cómo mezclan realidad con mundos paralelos, y que es diferente a las demás películas de Marvel",P
@ReyDeLosBullies La quiero aniquilar. Desgraciada.,N
Yo hasta ahora veo el vídeo del pingüino no lo puedo creer. ¿Es normal que esté tan triste? Díganme que ustedes también lloraron.,N
No se pueden ver 2 series a la vez es lo peor #prisonbreak #blackmirror,N
Ese momento en que tienes que decidir algo ya y no tener una idea que es mejor,N
@Natticornia @YouNow ya volvió a esas mierdas porque no tiene a show de huevos es un día triste para el hombre araña...,N
Con lo que voy a gastar comprándome algo para halloween me compro una mudada y de paso la entrada en 5 mil,N
Acabo de recordar que existen los queques navideños y ya casi es diciembre para verlos por todo lado,P
"Tengo que aceptar que me esta hundiendo el consumismo con la nueva Macbook Pro, la Gopro Hero 5, el Gopro Karma y el Nintendo Switch",NEU
@Javi_Guerrero97 vas a ser un gran comunicador,P
Princesa hermosa  Estas creciendo muy rápido Te Amo pequeña de tía,P
"Voy a ver Armaggedon. Qué cinta rajado, muchas gracias a la persona que me la recomendó",P
Tengo una leve duda de que las fotos del meet acá en CR las van a plublicar hasta el año que viene,N
"@Koalasoy es una teja ese cabrón. Si en el programa se ve agradable, en la vida real es el doble de buena gente.",P
"Soy una anticuada, pero cómo me duele ver o escuchar a gente querida hasta el rabo",N
Sospechosa tarde navideña de octubre... #grinch,N
Ya me quedé sin wifi y qué flojera levantarme a encenderlo de nuevo mi mamá que no me quiere ;_;,N
"@MeLlamoSara @bichoclarke @gabmmd los de cuero,papel y tijera. Que tenía uno visto desde hace dos semanas y le subieron el precio",N
"@GermanJBH No me diga eso German, que triste jaja nunca había querido los gatos hasta este jaja",N
"@sinceratops no me dijo nada nuevo, tranqui jaja. Si ve más bolsos lindos me los recomienda también, porfa",NEU
"La típica que nunca ha dicho la palabra ""picha"", siempre se la ha ""comido"".",N
Últimamente no Twitteo porque no tengo ideas sobre qué Twittear 🤔🤔 ya me tiene feo el tec,N
Hay un grupo de estudio religioso en el sótano y están haciendo un bullón increíble. Yo sólo quiero ver mi película de putas,N
Es bonito tener orden en la vida; solamente hay que aprender y acostumbrarse a poner las cosas y a las personas en su lugar,P
"...para regalar. Así que si alguien está interesado pueden buscarlo tipo 12md cerca de la plaza de la cultura, donde suele estar.",NONE
"@treledo Ya pude ver la info, el hoario es de 7.30 a 4, no tenía idea de que se podía solicitar digital, gracias",NONE
"@crampsattack fijo se me pierde, la vez pasada la encontré en la lavadora fumando rinso 1 semana",NONE
"Era a la 6 que me quería levantar, no a las 5:15 con el ruido de una hijueputa licuadora gracias al descerebrado de mi primo",N
@NellaZ Listo! Muchas gracias Nella,NONE
"Si Cofal o Zepol necesitan influenciadores en digital, hoy, después del pichazo que me pegué, yo podría ser uno.",N
No me han llegado mis películas de cine clásico que pedí así que veré algo básico como The Purge: El año de la elección,NONE
"Hoy a Santi se le rego el pichel lleno de fresco, y yo parecia Senicienta por todo el piso JAJAJ",NONE
"@fermeade Gracias a ti hoy soy muy feliz Descansa, que sueñes bonito. Te quiero un montón",P
Que feo estar sin celular,N
"@ElCatoEnCorto @BooCr2012 @jchidalgo tengo criterios a favor y otros en contra, no lo tengo tan claro en cuanto al resultado final",NEU
"Los recuerdos más importantes y los mejores vividos se quedan en el alma, más en cualquier otra cosa son borrables",NEU
"Buenas noches chitos y chitas de mi TL.  Que sueñen bonito, así como con a yo",P
@JaenRodz jaja gracias igual mido 1.55,NONE
Erito es una mala persona,N
"Cuando salga de exámenes me voy a meter al gimnasio y voy a tener un cuerpo lindo, y ahí es cuando voy a ser feliz",P
"New Balance podría dejar de ser el patrocinador de la Sele o sea, camisetas feas otra vez",N
"@MonumentalCR buenos días, último día laboral, me voy a vacaciones una semana. Éxitos en sus vidas y que sean muy felices",P
"@Pandax14Cr @D4rkusPl4y si va comer gallina mejor quedese calladito, tomese sus pastillitas y siga echandole el cuento a youtubers",N
"@Chepe_Centro bueno no es tan mala, tiene muuuchos elementos de las primeras dos películas (eso es lo mejor) y le agregan otros nuevos",P
Mi profe de comunicación se parece a la profesora Umbridge. Yo sé que en el fondo es malvada y nos quiere ver quedarnos.,N
Que me han dicho tantas veces odiosa que a veces creo que si lo soy pero naaah soy un amor,NEU
Ahora que trabajo tiempo completo me siento tan merecedora de los viernes como que tengo derecho a cantar The Cure (,P
@GloryPB Las maniaticas son lo mas divertidas,P
Ya casi me quitan los frenillos y no quiero aún los siento feos. Los necesito al menos un año más,N
En otros temas y aparte: la vida da muchas vueltas que curioso como cambian algunas cosas,NEU
"@H_E_Y qué injusticia, yo no sabía guardadas porque no las quería arruinar.. y se me dañan en la siguiente puesta",N
"Chiky en todos los eventos me dice ""Mae échame a una amiga tuya"" y nunca le he cumplido, soy una mala mejor amiga",N
"Mañana debuto en percusión para leones chinos, ya puedo dejar de ser una samulnorian frustrada. Aunque el traje de Samulnori es más lindo",NEU
"@mhariprada Por lo menos lo tenes ahí. No me acuerdo la última vez que yo vi al mío (amo esa canción, btw)",NEU
@PazBloise A mi me operan el lunes las 4 y leer esto es muy poco alentador Que sigas mejor,N
"@Christ_Campos06 júrelo que lo reconsidero siempre, tengo insomnio y la ansiedad no me deja dormir + tengo e mañana",N
"Pero yo hablo caca de todos lados, soy una comemierda democrática",N
@ilejarza ¡Es el mejor! Espero con emoción ese disco nuevo y deseo tener tiempo para digerir toda la discografía antes de morir.,P
El amor no dura para siempre,N
De nuevo quiero dedicarme solo a ser groomer y pasear perros. No saben la felicidad que me trae.,P
"@marielabrenesv Ah entonces a ver primero Stranger Things, además que son menos episodios. Voy a ver si la empiezo ya",NONE
"@KamilaR94 i told you mi batería es un ridículo, un 10% dura 5 minutos ahora. necesito que arreglen esto ya",N
@pamearcep Esa es la respuesta correcta jaja,P
Estoy en mi casa encerrada en el carro con musica full cuando debería de estar en algún lado,N
"@JPR_CR con azúcar??? jaja yo solo con sal y limón, a veces le echo un poquito de Chile",NONE
"@libadri perfecto. ¡Gracias! A ver cuánto me toca pagar este año, que ya 3 años he pagado lo mismo.",N
"Primer vez en años que no tengo plan de Halloween, difraz, nada... solo quiero terminar de estudiar rápido y ver el partido",NEU
"#Windows10 qué mal me caes... @Microsoft Para abrir cualquier navegador o aplicación es tan lento, torpe e ineficiente que da pavor",N
"@presenteausente *suspira* puse picadillo de chayote con molida y maiz dulce, arroz con frijoles, y un bistec, así a lo sencillo",NONE
"@arirs07 perdón jaja desde la semana pasada estaba por contarte, pero esta no podía",NONE
Apoyen a la Network @MCRoyalPvP !! Esta network tiene futuro !! P hare videos y directos ahi cuando habran,P
Lo que extraño de no vivir con mi tia es que ya no puedo ir a la playa o de peda con mis primos favs,NONE
"Si me hubieran pagado el viernes estaría fuertemente de fiesta, pero no aquí estoy acostado en mi cama como 168 colones en la tarjeta",N
@JosePB17 su mamá va??? Yo también voy . Pero fijo ya ella no se acuerda de mi y yo soy distraida,NONE
Juro que todo lo veo borroso,N
"La vez pasada hice una amiga de baño en el Club. Se llamaba Naomi. Saludos Naomi, te tengo presente.",P
"Me siento tan inútil, pero bueno yo siempre he trabajo en las tareas pasadas",N
1 minuto de silencio por los que trabajamos en horario de Mall y no podemos ver el clásico,N
Hice el huevo frito mas perfecto de la historia y no le tome foto,NEU
"@LuisRonaldMesen @amy_arom es simple! Mejor no arriesgarse, el q la consuma q la disfrute, yo mejor paso y ya",NEU
Yo no sé ustedes pero mi mejor amigo al chile es EL mejor amigo y lo extraño #zad,NEU
@Javiercd18 Jajaja es que te pones a buscar defectos en una buena iniciativa de redes Yo también te quiero y me haces falta.,P
"@Emilio_Botas cuidado y se enamora de la suegra, porque vieras que señora y que mano tiene para la cocina, y dicen qe panza llena corazón",P
"Entre todas las miles de personas a las que le podía haber pasado eso, ME PASA A MI -.-'",N
millennial memorial: cambiar contraseña wifi con el nombre del gatito amigo de boabdil que se acaba de morir,NEU
"Regalo hermano menor tiene 16 está en plena adolescencia y es insoportable, el que lo acepte lo invito a comer",N
"No me niegues, Señor, tu misericordia; que siempre me protejan tu amor y tu verdad. Salmos 40:11 Buen día a todos",P
@Jenyeerimenta Yo a él lo amaba desde hace 3 años y ya es demasiado común jaja,N
Mi estomago dice mozarella sticks y mis huecos post operación dicen puré y gerber.,NEU
Me siento más ignorada que de costumbre lo bueno es que soy estudiante universitaria y en vez de lamentarme puedo aprovechar el tiempo,P
"2:12 am, está semana he dormido 17 horas, hago examen de química a las 8 am y salgo del brete a las 10 pm",NONE
"@Phoenix2124 si si, prendieron fuego !! La única que me sabía la cantaron cuando estaba haciendo fila en el baño 1 gusto conocerte!!",P
Entró a trabajar a la 1:30 p.m y yo en San Carlos Mi tío cree que voy a llegar puntual.,NONE
Yo que podría decir de mi ex? Fui demasiado feliz y me hizo crecer como persona,P
"Digamos, muy bonito todo, un día super chuzo, todo divino pero mi crush no me dijo feliz cumple",N
"@gabrielselva_cr ahí estaba, bueno en el descanso no, me fui a mojar hasta los palcos del frente para hablar con los privados de libertad",NONE
@PauArce21 en serio que una se va a graduar en el tiempo de Dios,N
"@_Star_Vader Si, no hay que perder la esperanza jaja, digamos tuve muchas eectativas con alguien pero no se dio y tome por gordo",P
